2006 FIFA World Cup - Germany 2006 (USA, Europe) (En,Fr,De,Es,It);2006 FIFA World Cup - Germany 2006 (USA, Europe) (En,Fr,De,Es,It);Nintendo Game Boy Advance;;2006;Electronic Arts;Soccer/Sports;;;;;0;;;;;
2020 Super Baseball (USA);2020 Super Baseball (USA);Super Nintendo Entertainment System;;1993;SNK;Sports/Baseball;;;;;0;;;;;
2020bb;2020 Super Baseball (set 1);Arcade;;1991;SNK / Pallas;Sports / Baseball;;;;;0;;;;;
2020bb;2020 Super Baseball (set 1);MAME (Advance);;1991;SNK / Pallas;Sports / Baseball;;;;;0;;;;;
2020bb;2020 Super Baseball (set 1);MAME (Libretro);;1991;SNK / Pallas;Sports / Baseball;;;;;0;;;;;
2020bb;2020 Super Baseball (set 1);MAME (Mame4all);;1991;SNK / Pallas;Sports / Baseball;;;;;0;;;;;
2020bb;Super Baseball 2020;SNK Neo Geo AES;;1991;Pallas;Sports/Baseball;;;;;0;;;;;
2020bba;2020 Super Baseball (set 2);Arcade;2020bb;1991;SNK / Pallas;Sports / Baseball;;;;;0;;;;;
2020bba;2020 Super Baseball (set 2);MAME (Advance);2020bb;1991;SNK / Pallas;Sports / Baseball;;;;;0;;;;;
2020bba;2020 Super Baseball (set 2);MAME (Libretro);2020bb;1991;SNK / Pallas;Sports / Baseball;;;;;0;;;;;
2020bba;2020 Super Baseball (set 2);MAME (Mame4all);2020bb;1991;SNK / Pallas;Sports / Baseball;;;;;0;;;;;
2020bbh;2020 Super Baseball (set 3);Arcade;2020bb;1991;SNK / Pallas;Sports / Baseball;;;;;0;;;;;
2020bbh;2020 Super Baseball (set 3);MAME (Advance);2020bb;1991;SNK / Pallas;Sports / Baseball;;;;;0;;;;;
2020bbh;2020 Super Baseball (set 3);MAME (Libretro);2020bb;1991;SNK / Pallas;Sports / Baseball;;;;;0;;;;;
2020bbh;2020 Super Baseball (set 3);MAME (Mame4all);2020bb;1991;SNK / Pallas;Sports / Baseball;;;;;0;;;;;
2D Tennis Game (Europe);2D Tennis Game (Europe);Commodore 64;;1987;Wicked Software;Sports/Tennis;;;;;0;;;;;
2K Sports - Major League Baseball 2K7 (USA);2K Sports - Major League Baseball 2K7 (USA);Nintendo Game Boy Advance;;2007;2K Sports;Baseball/Sports;;;;;0;;;;;
2Xtreme (USA);2Xtreme (USA);Sony PSP;;1996;SCEA;Sports;;;;;0;;;;;
2Xtreme (USA);2Xtreme (USA);Sony PlayStation;;1996;SCEA;Sports;;;;;0;;;;;
3 in 1 College & Pro Football (USA) (Disk 1);3 in 1 College & Pro Football (USA) (Disk 1);Commodore 64;;1985;Lance Haffner Games;Sports/Football;;;;;0;;;;;
3 in 1 College & Pro Football (USA) (Disk 2) (Utilities);3 in 1 College & Pro Football (USA) (Disk 2) (Utilities);Commodore 64;;1985;Lance Haffner Games;Sports/Football;;;;;0;;;;;
3 in 1 College & Pro Football (USA) (Disk 3) (Standings);3 in 1 College & Pro Football (USA) (Disk 3) (Standings);Commodore 64;;1985;Lance Haffner Games;Sports/Football;;;;;0;;;;;
3 in 1 College & Pro Football (USA) (Disk 4) (Current Teams);3 in 1 College & Pro Football (USA) (Disk 4) (Current Teams);Commodore 64;;1985;Lance Haffner Games;Sports/Football;;;;;0;;;;;
3 in 1 College & Pro Football (USA) (Disk 5) (College Past);3 in 1 College & Pro Football (USA) (Disk 5) (College Past);Commodore 64;;1985;Lance Haffner Games;Sports/Football;;;;;0;;;;;
3 in 1 College & Pro Football (USA) (Disk 6) (Pro Past);3 in 1 College & Pro Football (USA) (Disk 6) (Pro Past);Commodore 64;;1985;Lance Haffner Games;Sports/Football;;;;;0;;;;;
3-D Pool (Europe);3-D Pool (Europe);Atari ST;;1989;Firebird;Sports/Pool and Dart;;;;;0;;;;;
3-D Soccer (USA) (Unl);3-D Soccer (USA) (Unl);Atari ST;;1992;Ryan Simpson;Sports/Soccer;;;;;0;;;;;
3D Baseball (USA);3D Baseball (USA);Sony PSP;;1996;Crystal Dynamics;Sports/Baseball;;;;;0;;;;;
3D Baseball (USA);3D Baseball (USA);Sony PlayStation;;1996;Crystal Dynamics;Sports/Baseball;;;;;0;;;;;
3D Boxing (Europe);3D Boxing (Europe);Amstrad CPC;;1985;Amsoft;Sports/Boxing;;;;;0;;;;;
3D Golf (Europe);3D Golf (Europe);Commodore 64;;1986;Mastertronic;Sports/Golf;;;;;0;;;;;
3D Pool (Europe);3D Pool (Europe);Commodore 64;;1989;Firebird;Sports/Pool and Dart;;;;;0;;;;;
3D Pool (Europe);3D Pool (Europe);Sinclair ZX Spectrum;;1989;Firebird Software;Sports/Pool and Dart;;;;;0;;;;;
3D Ski (Europe) (Unl);3D Ski (Europe) (Unl);Atari ST;;1989;Wacko Software;Sports/Skiing;;;;;0;;;;;
3D Snooker (Europe);3D Snooker (Europe);Amstrad CPC;;1990;Players Premier;Sports/Pool and Dart;;;;;0;;;;;
3D Snooker (Europe);3D Snooker (Europe);Sinclair ZX Spectrum;;1990;Players Premier Software;Sports/Pool and Dart;;;;;0;;;;;
3Xtreme (USA);3Xtreme (USA);Sony PSP;;1999;989 Sports;Sports;;;;;0;;;;;
3Xtreme (USA);3Xtreme (USA);Sony PlayStation;;1999;989 Sports;Sports;;;;;0;;;;;
3countb;3 Count Bout / Fire Suplex (NGM-043)(NGH-043);Arcade;;1993;SNK;Sports / Wrestling;;;;;0;;;;;
3countb;3 Count Bout / Fire Suplex (NGM-043)(NGH-043);MAME (Advance);;1993;SNK;Sports / Wrestling;;;;;0;;;;;
3countb;3 Count Bout / Fire Suplex (NGM-043)(NGH-043);MAME (Libretro);;1993;SNK;Sports / Wrestling;;;;;0;;;;;
3countb;3 Count Bout / Fire Suplex (NGM-043)(NGH-043);MAME (Mame4all);;1993;SNK;Sports / Wrestling;;;;;0;;;;;
3countb;3 Count Bout;SNK Neo Geo AES;;1993;SNK;Sports/Wrestling;;;;;0;;;;;
3on3dunk;3 On 3 Dunk Madness (US, prototype? 1997/02/04);Arcade;;1996;Video System Co.;Sports / Basketball;;;;;0;;;;;
3on3dunk;3 On 3 Dunk Madness (US, prototype? 1997/02/04);MAME (Advance);;1996;Video System Co.;Sports / Basketball;;;;;0;;;;;
3on3dunk;3 On 3 Dunk Madness (US, prototype? 1997/02/04);MAME (Libretro);;1996;Video System Co.;Sports / Basketball;;;;;0;;;;;
3on3dunk;3 On 3 Dunk Madness (US, prototype? 1997/02/04);MAME (Mame4all);;1996;Video System Co.;Sports / Basketball;;;;;0;;;;;
4 Soccer Simulators (Europe);4 Soccer Simulators (Europe);Amstrad CPC;;1989;Codemasters;Sports/Soccer;;;;;0;;;;;
4 Soccer Simulators (Europe);4 Soccer Simulators (Europe);Commodore 64;;1989;Codemasters;Sports/Soccer;;;;;0;;;;;
4-4-2 Soccer (Europe);4-4-2 Soccer (Europe);Sony PSP;;1997;Virgin Interactive;Sports/Soccer;;;;;0;;;;;
4-4-2 Soccer (Europe);4-4-2 Soccer (Europe);Sony PlayStation;;1997;Virgin Interactive;Sports/Soccer;;;;;0;;;;;
40love;Forty-Love;Arcade;;1984;Taito Corporation;Sports / Tennis;;;;;0;;;;;
40love;Forty-Love;MAME (Advance);;1984;Taito Corporation;Sports / Tennis;;;;;0;;;;;
40love;Forty-Love;MAME (Libretro);;1984;Taito Corporation;Sports / Tennis;;;;;0;;;;;
40love;Forty-Love;MAME (Mame4all);;1984;Taito Corporation;Sports / Tennis;;;;;0;;;;;
4DSportsBoxing_v1.1_0421;4D Sports Boxing;Commodore Amiga;;;;;;;;;0;;;;;
4DSportsDriving&MasterTracks_v1.0_1461;4D Sports Driving & Master Tracks;Commodore Amiga;;;;;;;;;0;;;;;
4th & Inches (USA);4th & Inches (USA);Commodore 64;;1987;Accolade;Sports/Football;;;;;0;;;;;
5-Pin Bowling (Europe);5-Pin Bowling (Europe);Commodore 64;;1984;CDS (Commercial Data Systems Ltd.);Sports/Bowling;;;;;0;;;;;
720 Degrees (Europe);720 Degrees (Europe);Amstrad CPC;;1986;U.S. Gold;Sports/Skating;;;;;0;;;;;
720 Degrees (USA);720 Degrees (USA);Commodore 64;;1988;Mindscape, Inc.;Sports/Skateboarding;;;;;0;;;;;
720 Degrees (USA);720 Degrees (USA);Nintendo Entertainment System;;1989;Mindscape Inc.;Sports/Skating;;;;;0;;;;;
720 Degrees (USA, Europe);720 Degrees (USA, Europe);Nintendo Game Boy Color;;1999;Midway;Sports;;;;;0;;;;;
720 Degrees Part 2 (USA) (Unl);720 Degrees Part 2 (USA) (Unl);Commodore 64;;1987;Chris Butler & Paul Lebrasse;Sports/Skateboarding;;;;;0;;;;;
720;720 Degrees (rev 4);Arcade;;1986;Atari Games;Sports / Skateboarding;;;;;0;;;;;
720;720 Degrees (rev 4);MAME (Advance);;1986;Atari Games;Sports / Skateboarding;;;;;0;;;;;
720;720 Degrees (rev 4);MAME (Libretro);;1986;Atari Games;Sports / Skateboarding;;;;;0;;;;;
720;720 Degrees (rev 4);MAME (Mame4all);;1986;Atari Games;Sports / Skateboarding;;;;;0;;;;;
720g;720 Degrees (German, rev 2);Arcade;720;1986;Atari Games;Sports / Skateboarding;;;;;0;;;;;
720g;720 Degrees (German, rev 2);MAME (Advance);720;1986;Atari Games;Sports / Skateboarding;;;;;0;;;;;
720g;720 Degrees (German, rev 2);MAME (Libretro);720;1986;Atari Games;Sports / Skateboarding;;;;;0;;;;;
720g;720 Degrees (German, rev 2);MAME (Mame4all);720;1986;Atari Games;Sports / Skateboarding;;;;;0;;;;;
720gr1;720 Degrees (German, rev 1);Arcade;720;1986;Atari Games;Sports / Skateboarding;;;;;0;;;;;
720gr1;720 Degrees (German, rev 1);MAME (Advance);720;1986;Atari Games;Sports / Skateboarding;;;;;0;;;;;
720gr1;720 Degrees (German, rev 1);MAME (Libretro);720;1986;Atari Games;Sports / Skateboarding;;;;;0;;;;;
720gr1;720 Degrees (German, rev 1);MAME (Mame4all);720;1986;Atari Games;Sports / Skateboarding;;;;;0;;;;;
720r1;720 Degrees (rev 1);Arcade;720;1986;Atari Games;Sports / Skateboarding;;;;;0;;;;;
720r1;720 Degrees (rev 1);MAME (Advance);720;1986;Atari Games;Sports / Skateboarding;;;;;0;;;;;
720r1;720 Degrees (rev 1);MAME (Libretro);720;1986;Atari Games;Sports / Skateboarding;;;;;0;;;;;
720r1;720 Degrees (rev 1);MAME (Mame4all);720;1986;Atari Games;Sports / Skateboarding;;;;;0;;;;;
720r2;720 Degrees (rev 2);Arcade;720;1986;Atari Games;Sports / Skateboarding;;;;;0;;;;;
720r2;720 Degrees (rev 2);MAME (Advance);720;1986;Atari Games;Sports / Skateboarding;;;;;0;;;;;
720r2;720 Degrees (rev 2);MAME (Libretro);720;1986;Atari Games;Sports / Skateboarding;;;;;0;;;;;
720r2;720 Degrees (rev 2);MAME (Mame4all);720;1986;Atari Games;Sports / Skateboarding;;;;;0;;;;;
720r3;720 Degrees (rev 3);Arcade;720;1986;Atari Games;Sports / Skateboarding;;;;;0;;;;;
720r3;720 Degrees (rev 3);MAME (Advance);720;1986;Atari Games;Sports / Skateboarding;;;;;0;;;;;
720r3;720 Degrees (rev 3);MAME (Libretro);720;1986;Atari Games;Sports / Skateboarding;;;;;0;;;;;
720r3;720 Degrees (rev 3);MAME (Mame4all);720;1986;Atari Games;Sports / Skateboarding;;;;;0;;;;;
8 Ball (USA);8 Ball (USA);Atari ST;;1986;MichTron;Sports/Pool and Dart;;;;;0;;;;;
88games;'88 Games;Arcade;;1988;Konami;Sports / Track & Field;;;;;0;;;;;
88games;'88 Games;MAME (Advance);;1988;Konami;Sports / Track & Field;;;;;0;;;;;
88games;'88 Games;MAME (Libretro);;1988;Konami;Sports / Track & Field;;;;;0;;;;;
88games;'88 Games;MAME (Mame4all);;1988;Konami;Sports / Track & Field;;;;;0;;;;;
8ball1;Video Eight Ball (Rev.1);Arcade;8ball;1982;Century Electronics;Sports / Pool;;;;;0;;;;;
8ball1;Video Eight Ball (Rev.1);MAME (Advance);8ball;1982;Century Electronics;Sports / Pool;;;;;0;;;;;
8ball1;Video Eight Ball (Rev.1);MAME (Libretro);8ball;1982;Century Electronics;Sports / Pool;;;;;0;;;;;
8ball1;Video Eight Ball (Rev.1);MAME (Mame4all);8ball;1982;Century Electronics;Sports / Pool;;;;;0;;;;;
8ball;Video Eight Ball;Arcade;;1982;Century Electronics;Sports / Pool;;;;;0;;;;;
8ball;Video Eight Ball;MAME (Advance);;1982;Century Electronics;Sports / Pool;;;;;0;;;;;
8ball;Video Eight Ball;MAME (Libretro);;1982;Century Electronics;Sports / Pool;;;;;0;;;;;
8ball;Video Eight Ball;MAME (Mame4all);;1982;Century Electronics;Sports / Pool;;;;;0;;;;;
8ballact2;Eight Ball Action (DKJr conversion);Arcade;8ballact;1984;Seatongrove Ltd (Magic Electronics USA license);Sports / Pool;;;;;0;;;;;
8ballact2;Eight Ball Action (DKJr conversion);MAME (Advance);8ballact;1984;Seatongrove Ltd (Magic Electronics USA license);Sports / Pool;;;;;0;;;;;
8ballact2;Eight Ball Action (DKJr conversion);MAME (Libretro);8ballact;1984;Seatongrove Ltd (Magic Electronics USA license);Sports / Pool;;;;;0;;;;;
8ballact2;Eight Ball Action (DKJr conversion);MAME (Mame4all);8ballact;1984;Seatongrove Ltd (Magic Electronics USA license);Sports / Pool;;;;;0;;;;;
8ballact;Eight Ball Action (DK conversion);Arcade;;1984;Seatongrove Ltd (Magic Electronics USA license);Sports / Pool;;;;;0;;;;;
8ballact;Eight Ball Action (DK conversion);MAME (Advance);;1984;Seatongrove Ltd (Magic Electronics USA license);Sports / Pool;;;;;0;;;;;
8ballact;Eight Ball Action (DK conversion);MAME (Libretro);;1984;Seatongrove Ltd (Magic Electronics USA license);Sports / Pool;;;;;0;;;;;
8ballact;Eight Ball Action (DK conversion);MAME (Mame4all);;1984;Seatongrove Ltd (Magic Electronics USA license);Sports / Pool;;;;;0;;;;;
8bpm;Eight Ball Action (Pac-Man conversion);Arcade;8ballact;1985;Seatongrove Ltd (Magic Electronics USA license);Sports / Pool;;;;;0;;;;;
8bpm;Eight Ball Action (Pac-Man conversion);MAME (Advance);8ballact;1985;Seatongrove Ltd (Magic Electronics USA license);Sports / Pool;;;;;0;;;;;
8bpm;Eight Ball Action (Pac-Man conversion);MAME (Libretro);8ballact;1985;Seatongrove Ltd (Magic Electronics USA license);Sports / Pool;;;;;0;;;;;
8bpm;Eight Ball Action (Pac-Man conversion);MAME (Mame4all);8ballact;1985;Seatongrove Ltd (Magic Electronics USA license);Sports / Pool;;;;;0;;;;;
90 Minutes - European Prime Goal (Europe);90 Minutes - European Prime Goal (Europe);Super Nintendo Entertainment System;;1995;Ocean;Sports/Soccer;;;;;0;;;;;
90 Minutes - Sega Championship Football (Europe);90 Minutes - Sega Championship Football (Europe);Sega Dreamcast;;2001;Sega;Soccer/Sports;;;;;0;;;;;
9ballsht2;9-Ball Shootout (set 2);Arcade;9ballsht;1993;E-Scape EnterMedia (Bundra license);Sports / Pool;;;;;0;;;;;
9ballsht2;9-Ball Shootout (set 2);MAME (Advance);9ballsht;1993;E-Scape EnterMedia (Bundra license);Sports / Pool;;;;;0;;;;;
9ballsht2;9-Ball Shootout (set 2);MAME (Libretro);9ballsht;1993;E-Scape EnterMedia (Bundra license);Sports / Pool;;;;;0;;;;;
9ballsht2;9-Ball Shootout (set 2);MAME (Mame4all);9ballsht;1993;E-Scape EnterMedia (Bundra license);Sports / Pool;;;;;0;;;;;
9ballsht3;9-Ball Shootout (set 3);Arcade;9ballsht;1993;E-Scape EnterMedia (Bundra license);Sports / Pool;;;;;0;;;;;
9ballsht3;9-Ball Shootout (set 3);MAME (Advance);9ballsht;1993;E-Scape EnterMedia (Bundra license);Sports / Pool;;;;;0;;;;;
9ballsht3;9-Ball Shootout (set 3);MAME (Libretro);9ballsht;1993;E-Scape EnterMedia (Bundra license);Sports / Pool;;;;;0;;;;;
9ballsht3;9-Ball Shootout (set 3);MAME (Mame4all);9ballsht;1993;E-Scape EnterMedia (Bundra license);Sports / Pool;;;;;0;;;;;
9ballsht;9-Ball Shootout (set 1);Arcade;;1993;E-Scape EnterMedia (Bundra license);Sports / Pool;;;;;0;;;;;
9ballsht;9-Ball Shootout (set 1);MAME (Advance);;1993;E-Scape EnterMedia (Bundra license);Sports / Pool;;;;;0;;;;;
9ballsht;9-Ball Shootout (set 1);MAME (Libretro);;1993;E-Scape EnterMedia (Bundra license);Sports / Pool;;;;;0;;;;;
9ballsht;9-Ball Shootout (set 1);MAME (Mame4all);;1993;E-Scape EnterMedia (Bundra license);Sports / Pool;;;;;0;;;;;
9ballshtc;9-Ball Shootout Championship;Arcade;9ballsht;1993;E-Scape EnterMedia (Bundra license);Sports / Pool;;;;;0;;;;;
9ballshtc;9-Ball Shootout Championship;MAME (Advance);9ballsht;1993;E-Scape EnterMedia (Bundra license);Sports / Pool;;;;;0;;;;;
9ballshtc;9-Ball Shootout Championship;MAME (Libretro);9ballsht;1993;E-Scape EnterMedia (Bundra license);Sports / Pool;;;;;0;;;;;
9ballshtc;9-Ball Shootout Championship;MAME (Mame4all);9ballsht;1993;E-Scape EnterMedia (Bundra license);Sports / Pool;;;;;0;;;;;
A Question of Sport (Europe);A Question of Sport (Europe);Sinclair ZX Spectrum;;1989;Elite Systems;Quiz;;;;;0;;;;;
ABC Monday Night Football (USA);ABC Monday Night Football (USA);Super Nintendo Entertainment System;;1993;Data East;Sports/Football;;;;;0;;;;;
AFL '99 (Australia);AFL '99 (Australia);Sony PSP;;1999;Electronic Arts;Sports/Rugby;;;;;0;;;;;
AFL '99 (Australia);AFL '99 (Australia);Sony PlayStation;;1999;Electronic Arts;Sports/Rugby;;;;;0;;;;;
ATP Tour Championship Tennis (USA);ATP Tour Championship Tennis (USA);Sega Genesis;;1994;Sega;Sports/Tennis;;;;;0;;;;;
AVGN K.O. Boxing (USA) (Unl);AVGN K.O. Boxing (USA) (Unl);Atari 2600;;2009;Devin Cook - Cinemassacre.com;Sports/Boxing;;;;;0;;;;;
AWS Pro Moves Soccer (USA);AWS Pro Moves Soccer (USA);Sega Genesis;;1993;ASCII Entertainment;Sports/Soccer;;;;;0;;;;;
Aa Harimanada (Japan);Aa Harimanada (Japan);Sega Game Gear;;1993;Sega;Sports;;;;;0;;;;;
Aa Harimanada (Japan);Aa Harimanada (Japan);Sega Genesis;;1993;Sega;Sports;;;;;0;;;;;
Abrasco Golf (Europe);Abrasco Golf (Europe);Commodore 64;;1983;Abrasco Ltd.;Sports/Golf;;;;;0;;;;;
Ace o Nerae! (Japan) (Translated En);Ace o Nerae! (Japan) (Translated En);Nintendo Super Famicom;;1993;Nippon Telenet;Sports/Tennis;;;;;0;;;;;
Action Bass (USA);Action Bass (USA);Sony PSP;;2000;Take-Two Interactive;Sports/Fishing;;;;;0;;;;;
Action Bass (USA);Action Bass (USA);Sony PlayStation;;2000;Take-Two Interactive;Sports/Fishing;;;;;0;;;;;
Activision Decathlon, The (USA);Activision Decathlon, The (USA);Atari 2600;;1983;Activision;Sports/Track & Field;;;;;0;;;;;
Activision Decathlon, The (USA);Activision Decathlon, The (USA);Atari 5200;;1984;Activision;Olympic/Sports;;;;;0;;;;;
Actua Golf 3 (Europe);Actua Golf 3 (Europe);Sony PSP;;1999;Gremlin Interactive;Sports/Golf;;;;;0;;;;;
Actua Golf 3 (Europe);Actua Golf 3 (Europe);Sony PlayStation;;1999;Gremlin Interactive;Sports/Golf;;;;;0;;;;;
Actua Ice Hockey (Europe);Actua Ice Hockey (Europe);Sony PSP;;1998;Gremlin Interactive;Sports/Hockey;;;;;0;;;;;
Actua Ice Hockey (Europe);Actua Ice Hockey (Europe);Sony PlayStation;;1998;Gremlin Interactive;Sports/Hockey;;;;;0;;;;;
Actua Ice Hockey 2 (Europe);Actua Ice Hockey 2 (Europe);Sony PSP;;1999;Gremlin Interactive;Sports/Hockey;;;;;0;;;;;
Actua Ice Hockey 2 (Europe);Actua Ice Hockey 2 (Europe);Sony PlayStation;;1999;Gremlin Interactive;Sports/Hockey;;;;;0;;;;;
Actua Soccer - Club Edition (Europe);Actua Soccer - Club Edition (Europe);Sony PSP;;1997;Gremlin Interactive;Sports/Soccer;;;;;0;;;;;
Actua Soccer - Club Edition (Europe);Actua Soccer - Club Edition (Europe);Sony PlayStation;;1997;Gremlin Interactive;Sports/Soccer;;;;;0;;;;;
Actua Soccer 2 (Europe);Actua Soccer 2 (Europe);Sony PSP;;1997;Gremlin Interactive;Sports/Soccer;;;;;0;;;;;
Actua Soccer 2 (Europe);Actua Soccer 2 (Europe);Sony PlayStation;;1997;Gremlin Interactive;Sports/Soccer;;;;;0;;;;;
Actua Soccer 3 (Europe);Actua Soccer 3 (Europe);Sony PSP;;1998;Gremlin Interactive;Sports/Soccer;;;;;0;;;;;
Actua Soccer 3 (Europe);Actua Soccer 3 (Europe);Sony PlayStation;;1998;Gremlin Interactive;Sports/Soccer;;;;;0;;;;;
Actua Tennis (Europe);Actua Tennis (Europe);Sony PSP;;1998;Gremlin Interactive;Sports/Tennis;;;;;0;;;;;
Actua Tennis (Europe);Actua Tennis (Europe);Sony PlayStation;;1998;Gremlin Interactive;Sports/Tennis;;;;;0;;;;;
Adidas Championship Football (Europe);Adidas Championship Football (Europe);Amstrad CPC;;1990;Ocean Software;Sports/Soccer;;;;;0;;;;;
